2402,2008
1440,1955
1573,1930
1258,2006
1908,1994
1689,1956
1888,1966
1886,1998
1376,1937
1183,1948
813,1930
1533,1975
1756,1996
1590,2008
1728,1976
1242,1973
1344,1916
1663,1954
1666,1925
1203,1950
1935,2009
1135,1936
864,1965
1660,1934
1040,1978
1414,2004
1277,1970
1644,1942
1634,2006
1710,1993
1502,1985
1969,1977
1072,2005
1976,2006
1652,2000
970,1963
1493,1997
2643,2006
1718,2007
1131,1937
1850,2004
1792,2003
1826,1915
1216,1998
999,1962
1113,1950
1073,1965
1484,1971
2414,1900
630,1970
1304,1976
1578,1941
1456,2006
1269,1960
886,1938
720,1920
3228,1992
1820,1925
899,1967
912,1958
1218,1973
1768,2005
1214,1965
1801,1959
1322,1974
1960,1952
1911,1993
1218,2009
1378,1928
1041,1959
1363,1951
1368,2005
864,1958
1080,1983
789,1926
2020,2009
2119,1972
2344,1996
1796,1998
2080,1926
1294,1900
1244,1957
1664,1947
4676,2007
2398,1996
1266,2005
928,1956
2713,2008
605,1920
2515,1957
1509,1988
1362,1920
827,1955
334,1946
1414,2004
1347,1910
1724,1998
864,1972
1159,1968
1601,2001
1838,2006
2285,2000
1680,1998
767,1998
1496,2006
2183,1988
1635,1923
768,1970
825,1955
2094,2003
1069,1977
928,1957
1717,2006
1126,1949
2046,2003
1048,1922
1092,1957
1336,1920
1446,1996
1557,2003
1392,1957
1389,1974
996,1940
1674,1918
2295,1992
1647,1915
2504,2005
1535,2004
2132,1983
943,1979
1728,1965
864,1959
1692,2009
1430,2000
1109,1971
1216,1947
1477,1928
1320,1966
1392,2007
1795,1954
1429,1960
2042,2008
816,1990
2775,1893
1573,1935
2028,2005
838,1918
860,1982
1473,1968
935,1930
1582,2004
2296,2008
816,1982
848,2003
924,1975
1826,2005
1368,1910
1402,2006
1647,1977
1556,1980
1904,2005
1375,1937
1915,1992
1200,2004
1494,2002
1986,1965
1040,1996
2008,1948
3194,1934
1029,1961
2153,2000
1032,1978
1872,2001
1120,2007
630,1972
1054,1963
1509,2002
832,1954
1828,2007
2262,2003
864,1914
2614,1974
980,1977
1512,2000
1790,1972
1116,1962
1422,1960
1520,1955
2080,1969
1350,1964
1750,1880
1554,2006
1411,1977
1056,1954
1056,1980
3395,1914
800,1936
1387,1954
796,1910
1567,2006
1518,2003
1929,2001
2704,1972
1620,1969
1766,2009
981,1971
1048,1950
1094,1953
1839,1966
630,1970
1665,2007
1510,1940
1716,1996
1469,1906
2113,1995
1092,1971
1053,1959
1502,1931
1458,1948
1486,1964
1935,1976
2448,1994
1392,1968
1181,1972
2097,2005
1936,2000
2380,1965
1679,1994
1437,1956
1180,1922
1476,2005
1369,1925
1208,1977
1839,1957
1136,1965
1441,1978
1774,1900
792,1924
2046,2008
988,1961
923,1980
1520,1932
1291,1996
1668,2002
1839,1998
2090,1984
1761,2007
1102,2004
1419,2007
1362,2005
848,2004
4316,1994
2519,1989
1073,1921
1539,1936
1137,1987
616,1921
1148,1952
894,1965
1391,2004
1800,2002
1164,1969
2576,2006
1812,1900
1484,2004
1092,1930
1824,1971
1324,2006
1456,2007
904,1966
729,1935
1178,1900
1228,1988
960,1970
1479,1976
1350,1974
2554,1890
1178,1973
2418,1993
971,1969
1742,1985
848,2004
864,1970
1470,1954
1698,2007
864,1970
1680,1988
1232,2007
1776,1958
1208,1925
1616,1995
1146,2003
2031,1998
1144,1961
948,1968
1768,1914
1040,1950
1801,2005
1200,1987
1728,2004
1432,1910
912,1961
1349,2000
1464,1963
1337,1993
2715,1976
2256,2000
2640,1880
1720,1996
1529,1945
1140,1910
1320,2003
1494,1997
2098,2005
1026,1969
1471,1999
1768,2007
1386,1978
1501,1999
2531,1995
864,1959
1301,1924
1547,2009
2365,1999
1494,1995
1506,2008
1714,1988
1750,1940
1836,2004
3279,2003
858,1982
1220,1951
1117,1976
912,1958
1973,2006
1204,1998
1614,2005
894,1974
2020,1977
1004,1977
1253,1995
1603,1992
1430,2001
1110,1978
1484,1914
1342,1967
1652,1915
2084,2004
901,1954
2087,1966
1145,2005
1062,1976
2013,1996
1496,2007
1895,1994
1564,1980
1285,1977
773,1953
3140,2008
1768,1937
1688,1997
1196,1916
1456,2005
2822,2008
1128,1954
1428,2008
980,1967
1576,1923
1086,1966
2138,1898
1309,1974
848,2004
1044,1952
1442,1958
1250,1918
1661,1998
1008,1954
1689,2002
1052,1971
1358,2009
1640,2003
936,1953
1733,2003
1489,1940
1489,2006
2084,2007
784,1924
1434,2001
2126,1967
1223,2005
1392,1957
1200,2005
1829,2003
1516,1964
1144,1961
1067,1950
1559,1948
987,1973
1099,1995
1200,1946
1482,1925
1539,1904
1165,1966
1800,1961
1416,1915
1701,1975
1775,1993
864,1972
2358,1908
1855,1976
848,2003
1456,2003
1646,1941
1445,1964
1779,1955
1040,1962
1026,1978
1481,1994
1370,1976
2654,1968
1426,1918
1039,1965
1097,1984
1148,1959
1372,2007
1002,1970
1646,2006
1120,1961
2320,1948
1949,1993
894,1962
1682,1998
910,1953
1268,1949
1131,1941
2610,2007
1040,1963
2224,2004
1155,1961
864,1978
1090,2005
1717,1990
1593,1992
2230,1912
892,1967
1709,1999
1712,1959
1393,1955
2217,1970
1505,1953
924,1949
1683,1978
1068,1963
1383,1954
1535,1979
1796,1963
951,1936
2240,1979
2364,2009
1236,1961
858,1971
1306,1957
1509,2003
1670,2006
902,1967
1063,1954
1636,2006
2057,1936
902,1983
1484,2005
2274,1960
1268,1977
1015,1925
2002,1949
1224,2009
1092,1970
480,1949
1229,1956
2127,1991
1414,1958
1721,1994
2200,1900
1316,2005
1617,1993
1686,1980
1126,1977
2374,2003
1978,1968
1788,2001
2236,1997
1466,2007
925,1965
1905,2006
1500,2004
2069,1960
747,1926
1200,2003
1971,2005
1962,2006
2403,1940
1728,1976
2060,1999
1440,1977
1632,1967
1344,1958
1869,1890
1144,1959
1629,2002
1776,2002
1381,1972
864,1950
965,1965
768,1972
1968,1969
980,1975
1958,1946
1229,1980
1057,1962
1337,2003
1416,1999
858,1958
2872,1977
1548,1976
1800,2007
1894,2002
1484,2005
1308,1940
1098,1955
968,1910
1095,1958
1192,1949
1626,2003
918,1979
1428,2007
2019,1910
1382,2000
869,1923
1241,2006
894,1954
1121,1963
999,1961
2612,1998
1266,2007
2290,2002
1734,1977
1164,1950
1635,1910
1940,2009
2030,1976
1576,2006
2392,1997
1742,1882
1851,1964
1500,2005
1718,2006
1230,1946
1050,1961
1442,1970
1077,1922
1208,2006
944,1952
691,1920
1574,2006
1680,1976
1504,2005
985,1977
1657,1970
1092,1970
1710,2004
1522,1926
1271,1948
1664,1965
1502,1923
1022,1910
1082,1948
1665,2001
1504,1996
1360,1984
1472,1991
1506,2005
1132,2005
1220,2006
1248,1930
1504,2005
2898,1976
882,1972
1264,1960
1646,2007
1376,1941
1218,1972
1928,1916
3082,1920
2520,1993
1654,2002
954,1938
845,1957
1620,2007
2263,2001
1344,1970
630,1970
1803,1957
1632,1966
1306,2005
2329,1990
2524,1981
1733,1955
2868,2005
990,1994
1771,1960
930,1946
1302,2007
1316,2007
1977,1964
1526,1957
1989,2002
1523,1976
1364,2005
1850,1994
2184,2008
1991,1932
1338,2001
894,1935
2337,1900
1103,1925
1154,1966
2260,1996
1571,1993
1611,1964
2521,1973
893,1949
1048,1956
1556,1968
1456,1948
1426,1977
1240,2006
1740,1940
1466,1936
1096,1969
848,2004
990,1994
1258,1971
1040,1963
1459,2002
1251,1964
1498,1995
996,1992
1092,1973
1953,2005
1709,2004
1247,2005
1040,1950
1252,1999
1694,1925
1200,1965
936,1956
1314,2006
1355,1914
1088,1986
1324,1936
1601,1978
438,1920
950,1971
1134,1960
1194,1959
1302,1970
2622,1994
1442,1990
2021,2006
1690,2000
1836,2004
1658,1995
1964,1976
816,1957
1008,1953
833,1954
1734,2007
1419,2002
894,1967
1601,1958
1040,1959
1012,1920
1552,2005
960,1956
698,1947
1482,1992
1005,1955
1555,2007
1530,2004
1959,2004
936,1980
1981,1928
974,1991
2210,1880
2020,1995
1600,1997
986,1926
1252,1950
1020,1875
1567,1977
1167,1920
952,1951
1868,1976
2828,2006
1006,1959
924,1941
1576,1928
1298,1985
1564,1941
1111,1926
1482,1920
932,1950
1466,1959
1811,1956
816,1930
1820,1965
1437,1976
1265,1965
1314,2007
1580,2007
1876,1974
1456,1978
1640,1954
894,1968
1258,1969
1432,1978
1502,2009
1694,2008
1671,2000
2108,1935
3627,1995
1118,1977
1261,1958
1250,2006
3086,1946
2345,1932
2872,1992
923,1984
1224,1926
1343,1921
1124,1954
2514,1990
1652,2008
4476,1996
1130,1920
1572,1963
1221,1924
1699,1900
1624,1994
1660,2002
1804,1999
1622,1961
1441,1999
1472,1925
1224,1999
1352,1969
1456,2005
1863,2006
1690,1916
1212,2001
1382,1963
864,1970
1779,1998
1348,1925
1630,2000
1074,1975
2196,1990
1056,1966
1700,2003
1283,1962
1660,2006
1845,1992
1752,1988
672,1941
960,1965
999,1962
894,1966
1902,1978
1314,2009
912,1947
1218,1971
912,1964
1211,1968
1846,1949
2136,1951
1490,2004
1138,1958
1933,2007
912,1965
1702,2008
1507,1960
2620,1977
1190,1962
1224,1962
1188,1959
1964,1911
1784,1914
1626,2003
1948,2004
1141,2005
1484,2006
1768,2003
1689,2007
1173,1974
2076,2006
1517,1929
1868,1984
1553,2005
1034,1976
2058,1917
988,1950
2110,1968
1405,2003
874,1968
2167,1974
1656,2003
1367,1931
1987,1994
864,1922
1166,2005
1054,1969
1675,1999
1050,1956
1788,1957
1824,1919
1337,1998
1452,1999
1889,1910
2018,2008
3447,1935
1524,1958
1524,1979
1489,1968
935,1965
1357,1959
1250,1910
1920,1948
1395,1972
1724,1967
2031,2002
1128,1920
1573,2002
1339,1990
1040,1977
1824,1971
2447,1919
1412,1939
1328,1963
1582,1964
1659,2000
1970,2006
1152,1964
1302,1972
2372,1892
1664,1976
864,1955
1052,1968
1128,1963
1072,2005
5642,2008
1246,1959
1983,1999
1494,1942
2526,1994
1616,2005
1708,2004
1652,2006
1368,2005
990,1994
1122,1948
1294,1991
1902,1959
1274,2005
2810,1990
2599,1999
948,1954
2112,1969
1630,2008
1352,2006
1787,2001
948,1954
1478,1957
720,1949
1923,1992
708,1940
1795,2006
796,1922
774,1931
816,1982
2792,1920
1632,1998
1588,2006
954,1976
816,1938
1360,1938
1365,1970
1334,1977
1656,1973
693,1941
1861,2002
864,1972
872,1971
1114,2003
2169,2002
1913,1928
1456,2006
960,1920
2156,1968
1776,2006
1494,1998
2358,1872
2634,1969
1716,1962
1176,1937
3238,1995
1865,2000
1920,1968
892,1966
1078,1971
1573,2000
1980,2004
2601,1921
1530,2005
1738,1920
1412,2006
1200,2005
1674,2000
1790,1999
1475,1977
848,2003
1668,2003
1374,1920
1661,1955
2097,1998
2633,2001
1958,2005
1571,2007
790,1930
1604,1941
987,1973
1394,2006
864,1914
2117,1970
1762,1920
1416,1918
1258,1939
1154,1922
2784,1978
2526,1916
1746,2006
1218,1941
1525,2000
1584,1967
900,1967
1912,1905
1500,2006
2482,2005
1687,1948
1513,1920
1904,1950
1608,1925
1158,1929
1593,2004
1294,2006
1464,2007
1214,1915
1646,2004
768,1972
833,1985
1363,1910
2093,1986
1840,2001
1668,1950
1040,1949
1844,2005
1848,1923
1569,2007
2290,1885
2450,1998
1144,1963
1844,1969
1416,1968
1069,1977
848,2003
2201,1966
1344,1958
1252,1959
2127,1994
1558,1945
804,1940
1440,1981
1838,2005
958,1976
968,1927
1792,2000
1126,1977
1537,1962
864,1971
1932,2008
1236,1957
1725,1979
2555,1922
848,2004
2007,2008
952,1916
1422,2004
913,1966
1188,1962
2090,1995
1346,1910
630,1970
1792,1974
1578,2008
1072,2005
1140,2006
1221,2004
1647,1999
2073,1978
2340,1941
1078,1950
1256,1965
